t,num_new_requests,frac_requests_fulfilled,frac_passenger-carrying_cars,frac_rerouting_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_battery_cars_0,frac_battery_cars_1,frac_battery_cars_2,frac_battery_cars_3,frac_battery_cars_4,frac_battery_cars_5,frac_battery_cars_6,frac_battery_cars_7,frac_battery_cars_8,frac_battery_cars_9,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,trial
64,6.1,0.1793037518037518,0.6916666666666667,0.16666666666666666,0.14166666666666666,0.0,1.8,4.8,3.8,0.15,0.10833333333333332,0.175,0.125,0.09999999999999999,0.13333333333333333,0.10833333333333332,0.03333333333333333,0.05833333333333333,0.008333333333333333,1.4,1.1,2.549999999999999,2.4,0.4,1.0,1.2,0.3,1.0,1.1,0.7,1.549999999999999,4.5
65,5.6,0.15926517926517927,0.6833333333333333,0.24166666666666664,0.06666666666666667,0.008333333333333333,1.7,4.7,4.0,0.10833333333333332,0.08333333333333333,0.175,0.125,0.11666666666666665,0.175,0.11666666666666665,0.03333333333333333,0.05,0.016666666666666666,0.9,1.2,1.549999999999999,2.4,0.4,1.0,1.4,0.3,0.0,0.9,0.8,1.0,4.5
66,6.6,0.3693751346692523,0.8416666666666666,0.125,0.025,0.008333333333333333,4.1,4.2,3.0,0.1,0.1,0.175,0.13333333333333333,0.11666666666666667,0.15833333333333333,0.125,0.049999999999999996,0.03333333333333333,0.008333333333333333,2.1,0.7,1.0,2.1,0.4,0.5499999999999989,1.6,0.1,0.0,0.8,0.3,0.0,4.5
67,5.8,0.31820512820512825,0.6833333333333333,0.24166666666666664,0.075,0.0,3.3,4.5,2.2,0.11666666666666665,0.15,0.16666666666666666,0.11666666666666665,0.10833333333333332,0.16666666666666669,0.09166666666666666,0.06666666666666667,0.008333333333333333,0.008333333333333333,1.4,1.3,2.549999999999999,2.4,0.3,0.5499999999999989,1.0,0.2,0.5499999999999989,1.0,0.1,0.0,4.5
68,6.7,0.2988983238983239,0.7416666666666667,0.19166666666666665,0.06666666666666667,0.0,3.3,4.6,3.3,0.125,0.175,0.10833333333333332,0.14166666666666666,0.1,0.175,0.075,0.06666666666666667,0.025,0.008333333333333333,1.0,1.6,2.099999999999998,3.0,0.4,0.0,1.6,0.2,0.0,1.1,0.3,0.5499999999999989,4.5
69,6.3,0.2495054945054945,0.725,0.225,0.05,0.0,2.7,4.7,3.5,0.125,0.175,0.11666666666666665,0.16666666666666666,0.10833333333333332,0.125,0.1,0.049999999999999996,0.025,0.008333333333333333,1.2,1.3,1.549999999999999,2.9,0.2,0.5499999999999989,1.3,0.4,0.0,0.9,0.5,1.0,4.5
70,7.4,0.25835789210789206,0.6666666666666667,0.275,0.05,0.008333333333333333,2.8,6.0,3.3,0.125,0.2,0.08333333333333333,0.175,0.125,0.09166666666666666,0.11666666666666665,0.041666666666666664,0.041666666666666664,0.0,1.5,1.2,1.549999999999999,3.2,0.2,0.0,1.8,0.3,0.5499999999999989,0.9,0.3,0.5499999999999989,4.5
71,7.6,0.3197684681159913,0.6666666666666667,0.26666666666666666,0.06666666666666667,0.0,4.0,6.1,3.5,0.125,0.19166666666666665,0.10833333333333332,0.16666666666666666,0.10833333333333332,0.125,0.09999999999999999,0.041666666666666664,0.025,0.008333333333333333,1.8,0.9,1.549999999999999,3.2,0.5,0.5499999999999989,1.7,0.4,1.0,0.9,0.4,1.0,4.5
72,6.3,0.3954686245127422,0.7,0.16666666666666666,0.075,0.05833333333333333,4.7,3.9,3.8,0.175,0.175,0.09166666666666666,0.175,0.1,0.09166666666666666,0.125,0.025,0.025,0.016666666666666666,1.7,0.8,1.0,2.7,0.3,0.0,1.5,0.7,1.549999999999999,0.4,1.3,1.0,4.5
73,8.1,0.47637412295307036,0.775,0.175,0.05,0.0,5.2,4.6,2.2,0.2,0.11666666666666665,0.125,0.16666666666666666,0.13333333333333333,0.1,0.09166666666666666,0.03333333333333333,0.016666666666666666,0.016666666666666666,1.9,0.7,1.0,3.5,0.5,0.0,1.6,0.6,1.0999999999999979,1.1,1.3,1.0,4.5
74,6.1,0.25651515151515153,0.6916666666666667,0.225,0.05833333333333333,0.025,2.8,4.5,3.4,0.21666666666666665,0.10833333333333332,0.15,0.13333333333333333,0.13333333333333333,0.1,0.08333333333333333,0.03333333333333333,0.03333333333333333,0.008333333333333333,1.1,0.5,1.549999999999999,3.0,0.9,0.5499999999999989,1.4,0.7,0.0,0.6,1.0,1.0,4.5
75,7.4,0.36584776334776337,0.6916666666666667,0.21666666666666665,0.075,0.016666666666666666,4.2,4.5,3.2,0.20833333333333331,0.09166666666666666,0.15,0.175,0.10833333333333332,0.10833333333333332,0.075,0.041666666666666664,0.041666666666666664,0.0,1.6,0.7,1.0999999999999979,2.8,1.0,2.099999999999998,1.7,1.2,0.5499999999999989,1.3,0.6,0.5499999999999989,4.5
76,7.9,0.3825362137862138,0.6833333333333333,0.13333333333333333,0.18333333333333332,0.0,4.5,5.5,2.4,0.2,0.1,0.14166666666666666,0.175,0.1,0.11666666666666665,0.09166666666666666,0.03333333333333333,0.041666666666666664,0.0,2.1,0.8,1.0,3.4,1.6,1.549999999999999,1.6,1.4,1.549999999999999,0.8,1.2,3.099999999999998,4.5
77,5.1,0.3825957049486461,0.65,0.2833333333333333,0.06666666666666667,0.0,3.9,3.1,3.6,0.15833333333333333,0.09166666666666666,0.10833333333333332,0.2333333333333333,0.1,0.09166666666666666,0.11666666666666665,0.049999999999999996,0.041666666666666664,0.008333333333333333,1.5,1.3,1.549999999999999,1.7,0.5,0.0,1.4,2.0,0.5499999999999989,0.5,1.1,1.0,4.5
78,6.0,0.4052777777777778,0.5916666666666667,0.2583333333333333,0.08333333333333333,0.06666666666666667,3.7,4.2,1.2,0.175,0.06666666666666667,0.14166666666666666,0.2,0.125,0.1,0.09999999999999999,0.049999999999999996,0.041666666666666664,0.0,1.0,1.4,2.099999999999998,3.2,0.6,0.5499999999999989,1.2,1.2,1.0,0.6,0.7,1.0,4.5
79,5.2,0.3745863858363858,0.4916666666666667,0.31666666666666665,0.18333333333333332,0.008333333333333333,3.2,3.1,3.1,0.2,0.05,0.13333333333333333,0.19166666666666665,0.09166666666666666,0.10833333333333332,0.10833333333333332,0.075,0.041666666666666664,0.0,1.3,1.6,4.0,2.1,0.6,0.5499999999999989,1.3,0.8,1.549999999999999,0.5,0.7,2.099999999999998,4.5
80,5.9,0.3146218487394958,0.4166666666666667,0.5,0.05833333333333333,0.025,2.6,3.6,2.8,0.16666666666666666,0.06666666666666667,0.14166666666666666,0.16666666666666666,0.10833333333333332,0.1,0.09999999999999999,0.10833333333333332,0.025,0.016666666666666666,1.3,2.6,1.0,3.5,0.5,1.0,0.8,2.1,0.5499999999999989,0.3,1.0,0.5499999999999989,4.5
81,6.1,0.37966089466089464,0.4916666666666667,0.4416666666666667,0.049999999999999996,0.016666666666666666,3.5,3.6,2.6,0.15833333333333333,0.075,0.15,0.18333333333333332,0.1,0.1,0.125,0.06666666666666667,0.041666666666666664,0.0,1.0,1.5,1.0,3.1,1.6,1.0,1.8,1.4,0.5499999999999989,0.2,0.6,0.5499999999999989,4.5
82,6.1,0.40924908424908424,0.475,0.2833333333333333,0.24166666666666664,0.0,3.8,3.3,2.6,0.14166666666666666,0.11666666666666667,0.125,0.175,0.09166666666666666,0.125,0.125,0.05833333333333333,0.041666666666666664,0.0,1.7,1.0,1.549999999999999,2.7,0.9,1.6499999999999968,1.0,2.1,3.0,0.7,0.8,1.0,4.5
83,6.0,0.30527236652236656,0.45,0.38333333333333336,0.049999999999999996,0.11666666666666665,2.7,4.0,2.6,0.09166666666666666,0.10833333333333332,0.10833333333333332,0.125,0.15833333333333333,0.1,0.15833333333333333,0.075,0.06666666666666667,0.008333333333333333,1.1,1.3,0.5499999999999989,3.6,0.5,0.5499999999999989,1.0,3.2,1.0,0.3,1.3,0.5499999999999989,4.5
84,6.7,0.37203463203463205,0.4916666666666666,0.21666666666666665,0.275,0.016666666666666666,3.5,4.3,2.9,0.08333333333333333,0.125,0.11666666666666665,0.11666666666666665,0.175,0.1,0.125,0.075,0.05833333333333333,0.025,1.1,0.9,1.549999999999999,3.6,1.1,0.0,1.4,3.0,4.549999999999999,0.6,0.9,1.549999999999999,4.5
85,7.1,0.35316125051419167,0.5,0.325,0.05833333333333333,0.11666666666666665,3.8,4.2,3.4,0.075,0.09166666666666666,0.08333333333333333,0.09166666666666666,0.175,0.13333333333333333,0.125,0.09166666666666666,0.09166666666666666,0.041666666666666664,1.0,1.0,0.5499999999999989,3.9,0.5,0.0,1.7,4.2,1.0,0.5,1.6,1.0,4.5
86,8.4,0.3740151515151515,0.5833333333333333,0.15,0.26666666666666666,0.0,4.7,5.4,2.5,0.06666666666666667,0.10833333333333332,0.075,0.11666666666666665,0.15,0.13333333333333333,0.11666666666666665,0.09166666666666666,0.10833333333333332,0.03333333333333333,1.6,0.8,1.549999999999999,4.8,2.3,1.549999999999999,1.7,2.2,2.0,0.3,1.1,2.549999999999999,4.5
87,6.4,0.2431307581307581,0.3416666666666667,0.55,0.05,0.05833333333333333,2.7,4.8,4.3,0.049999999999999996,0.05833333333333333,0.10833333333333332,0.11666666666666665,0.125,0.16666666666666666,0.10833333333333332,0.13333333333333333,0.09166666666666666,0.041666666666666664,0.8,2.0,0.5499999999999989,4.1,0.6,0.0,1.0,3.0,1.0,0.5,2.0,0.5499999999999989,4.5
88,5.3,0.32742368742368744,0.4083333333333333,0.5083333333333333,0.05833333333333333,0.025,3.2,3.3,3.6,0.06666666666666667,0.05,0.125,0.13333333333333333,0.11666666666666665,0.18333333333333332,0.1,0.125,0.05833333333333333,0.041666666666666664,0.9,1.2,1.0,2.6,1.3,1.549999999999999,1.1,1.3,0.5499999999999989,0.7,1.1,0.0,4.5
89,5.4,0.5756746031746032,0.475,0.4416666666666667,0.025,0.05833333333333333,4.2,2.8,1.7,0.06666666666666667,0.08333333333333333,0.08333333333333333,0.19166666666666665,0.10833333333333332,0.14166666666666666,0.125,0.125,0.025,0.05,1.4,2.0,0.0,3.1,1.1,0.0,0.6,1.8,1.0,0.3,0.9,0.5499999999999989,4.5
90,5.6,0.4753124653124653,0.425,0.3333333333333333,0.24166666666666664,0.0,3.6,2.6,2.2,0.075,0.1,0.09166666666666666,0.16666666666666666,0.11666666666666665,0.14166666666666666,0.15833333333333333,0.08333333333333333,0.016666666666666666,0.05,1.5,1.3,1.0,2.1,1.6,2.099999999999998,1.4,2.0,3.0,0.6,1.1,2.0,4.5
91,5.8,0.4381022408963585,0.4666666666666666,0.325,0.06666666666666667,0.14166666666666666,3.3,3.1,2.0,0.05,0.08333333333333333,0.09166666666666666,0.14166666666666666,0.1,0.15833333333333333,0.16666666666666666,0.075,0.06666666666666667,0.06666666666666667,0.7,0.6,0.0,3.2,1.0,0.5499999999999989,1.5,3.8,1.0,0.4,1.2,1.549999999999999,4.5
92,4.7,0.5604761904761905,0.475,0.36666666666666664,0.075,0.08333333333333333,3.8,2.1,1.9,0.08333333333333333,0.09166666666666666,0.11666666666666665,0.1,0.11666666666666665,0.175,0.13333333333333333,0.1,0.05,0.03333333333333333,1.8,0.4,0.5499999999999989,1.4,1.4,0.0,1.2,3.8,1.549999999999999,0.3,1.2,1.549999999999999,4.5
93,4.7,0.6327380952380952,0.4583333333333333,0.26666666666666666,0.26666666666666666,0.008333333333333333,3.8,1.9,1.1,0.10833333333333332,0.06666666666666667,0.11666666666666665,0.14166666666666666,0.1,0.125,0.13333333333333333,0.075,0.08333333333333333,0.05,1.9,0.7,0.5499999999999989,1.5,0.7,2.549999999999999,1.0,2.4,3.549999999999999,0.3,1.2,2.099999999999998,4.5
94,4.3,0.5453571428571429,0.4666666666666666,0.09166666666666666,0.4416666666666667,0.0,2.9,1.8,1.5,0.09166666666666666,0.075,0.05833333333333333,0.125,0.10833333333333332,0.11666666666666665,0.125,0.1,0.10833333333333332,0.09166666666666666,0.9,0.9,2.549999999999999,2.4,1.0,1.549999999999999,0.6,3.3,5.0,0.4,2.1,4.099999999999998,4.5
95,5.3,0.14735209235209235,0.31666666666666665,0.4583333333333333,0.175,0.05,1.3,4.3,1.5,0.06666666666666667,0.05833333333333333,0.05,0.10833333333333332,0.09166666666666666,0.11666666666666665,0.075,0.14166666666666666,0.13333333333333333,0.15833333333333333,1.5,1.3,2.099999999999998,2.3,0.4,0.0,0.9,4.0,2.549999999999999,0.6,2.0,1.0,4.5
