t,num_new_requests,frac_requests_fulfilled,frac_passenger-carrying_cars,frac_rerouting_cars,frac_charging_cars,frac_idling_cars,num_fulfilled_requests,num_queued_requests,num_abandoned_requests,frac_battery_cars_0,frac_battery_cars_1,frac_battery_cars_2,frac_battery_cars_3,frac_battery_cars_4,frac_battery_cars_5,frac_battery_cars_6,frac_battery_cars_7,frac_battery_cars_8,frac_battery_cars_9,num_trip_requests_0,num_cars_region_0,num_charging_cars_region_0,num_trip_requests_1,num_cars_region_1,num_charging_cars_region_1,num_trip_requests_2,num_cars_region_2,num_charging_cars_region_2,num_trip_requests_3,num_cars_region_3,num_charging_cars_region_3,num_trip_requests_4,num_cars_region_4,num_charging_cars_region_4,num_trip_requests_5,num_cars_region_5,num_charging_cars_region_5,trial
277,16.3,0.6892187693328493,0.339,0.078,0.009,0.5740000000000001,13.8,3.4,3.3,0.0,0.002,0.005,0.148,0.545,0.21000000000000002,0.066,0.024,0.0,0.0,0.8,7.1,0.0,0.3,0.7,0.0,7.3,0.1,0.0,4.4,25.4,1.0,1.3,19.3,1.549999999999999,2.2,14.1,1.549999999999999,4.5
278,14.9,0.6794505494505494,0.301,0.083,0.01,0.606,11.8,4.1,2.4,0.0,0.002,0.005,0.144,0.5549999999999999,0.211,0.06000000000000001,0.023,0.0,0.0,0.2,6.4,0.0,0.9,0.6,0.0,6.8,0.4,0.0,3.3,25.5,0.5499999999999989,2.0,20.3,1.0,1.7,15.8,2.649999999999997,4.5
279,17.9,0.6861263921263921,0.318,0.037,0.008,0.637,14.8,4.2,3.0,0.0,0.002,0.004,0.13899999999999998,0.575,0.20400000000000001,0.05700000000000001,0.019,0.0,0.0,0.6,6.0,0.0,1.0,0.6,0.0,6.7,0.0,0.0,5.4,28.8,0.5499999999999989,1.7,20.5,1.0,2.5,18.0,1.549999999999999,4.5
280,16.0,0.637458087805914,0.31500000000000006,0.034999999999999996,0.005,0.645,12.5,3.9,3.7,0.0,0.002,0.004,0.139,0.588,0.199,0.052000000000000005,0.016,0.0,0.0,0.3,5.4,0.0,1.2,0.5,0.0,6.3,0.0,0.0,4.6,27.2,0.5499999999999989,1.5,20.3,1.0,2.1,19.2,1.0,4.5
281,16.5,0.696669367447736,0.318,0.037,0.005,0.64,14.1,3.6,2.5,0.0,0.002,0.004,0.13999999999999999,0.5900000000000001,0.207,0.043000000000000003,0.014000000000000002,0.0,0.0,0.1,5.2,0.0,0.8,0.5,0.0,6.2,0.0,0.0,4.9,26.7,1.0,1.7,20.4,0.5499999999999989,2.8,20.3,1.0,4.5
282,16.5,0.6544730111724324,0.308,0.033999999999999996,0.005,0.653,12.9,4.5,2.5,0.0,0.002,0.004,0.141,0.595,0.20700000000000002,0.038,0.013000000000000001,0.0,0.0,0.7,5.2,0.0,0.9,0.4,0.0,6.6,0.4,0.0,4.6,25.6,1.0,1.6,21.2,0.5499999999999989,2.1,20.6,1.0,4.5
283,14.4,0.6556667869434968,0.28900000000000003,0.037,0.005,0.669,11.6,4.1,3.1,0.0,0.002,0.004,0.138,0.606,0.20299999999999999,0.036,0.011,0.0,0.0,0.7,4.9,0.0,0.8,0.4,0.0,6.7,0.1,0.0,2.8,25.6,1.0,1.4,21.1,0.5499999999999989,2.0,21.0,1.0,4.5
284,15.7,0.6118385404367414,0.266,0.054000000000000006,0.004,0.6759999999999999,11.6,5.4,2.6,0.0,0.002,0.004,0.137,0.614,0.2,0.033999999999999996,0.009000000000000001,0.0,0.0,0.4,4.6,0.0,1.3,0.3,0.0,6.5,0.2,0.0,4.1,26.3,0.5499999999999989,1.5,21.7,0.5499999999999989,1.9,22.4,1.0,4.5
285,16.3,0.7011001748086148,0.296,0.032,0.006,0.666,15.0,3.4,3.1,0.001,0.002,0.003,0.14100000000000001,0.613,0.205,0.029000000000000005,0.006,0.0,0.0,0.6,4.2,0.0,1.0,0.1,0.0,5.4,0.3,0.0,5.1,25.3,1.0,2.0,22.3,0.5499999999999989,2.2,23.4,1.0,4.5
286,15.1,0.6878164774681802,0.304,0.031,0.006,0.659,12.6,3.7,2.1,0.001,0.001,0.003,0.144,0.617,0.203,0.026000000000000002,0.005,0.0,0.0,0.5,3.9,0.0,1.0,0.0,0.0,5.4,0.1,0.0,3.8,24.0,1.549999999999999,1.3,22.6,0.0,3.1,23.3,1.0,4.5
287,15.6,0.6013180489587139,0.28300000000000003,0.05,0.004,0.663,11.5,4.5,3.2,0.001,0.001,0.002,0.141,0.62,0.20800000000000002,0.022000000000000002,0.005,0.0,0.0,0.1,3.7,0.0,1.4,0.0,0.0,7.6,1.0,0.0,3.2,22.1,1.549999999999999,1.1,23.1,0.0,2.2,23.4,0.5499999999999989,4.5
